Respondent_Serial,Main Brand,Service provider,Month,City,Region,Detailed_Nationality,Nationality,Gender,Performance,Preference,TRIM_Score
18978,STC - Postpaid,STC,Mar'18,JEDDAH,Western,Saudis,Nationals,Female,4,5,4.5
9889,Mobily - Postpaid,Mobily,Mar'18,JIZAN,Southern,Saudis,Nationals,Male,4,4,4
21755,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Saudis,Nationals,Female,3,5,4
4324,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,4,4,4
547,Mobily - Internet on Mobile,Mobily,Mar'18,AL KHAFJI,Eastern,Syrian,Expat Arabs,Male,5,5,5
18251,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,2,2,2
36328,STC - Prepaid,STC,Mar'18,Other (specify):,Others,Egyptian,Expat Arabs,Male,5,5,5
34957,STC - Prepaid,STC,Mar'18,AL KHARJ,Central,Saudis,Nationals,Male,5,5,5
20175,STC - Internet on Mobile,STC,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,2,2,2
21224,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Sudani,Expat Arabs,Male,3,2,2.5
38161,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Yemeni,Expat Arabs,Male,3,3,3
16087,STC - Data SIM,STC,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
5628,Mobily - Prepaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Egyptian,Expat Arabs,Male,4,4,4
21046,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Sudani,Expat Arabs,Male,5,5,5
7140,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,3,3.5
4352,Mobile - Data SIM,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,5,5,5
5105,Mobily - Internet on Mobile,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Female,3,5,4
3268,Mobily - Prepaid,Mobily,Mar'18,AL QATIF,Eastern,Saudis,Nationals,Male,4,5,4.5
5709,Mobily - Prepaid,Mobily,Mar'18,TABUK,Northern,Saudis,Nationals,Male,5,3,4
4613,Mobily - Prepaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,1,1,1
22369,STC - Prepaid,STC,Mar'18,Other (specify):,Others,Sudani,Expat Arabs,Male,5,5,5
20199,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,5,5
1100,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Female,2,3,2.5
22525,STC - Prepaid,STC,Mar'18,BURAYDAH,Central,Saudis,Nationals,Female,5,4,4.5
20519,STC - Postpaid,STC,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
6231,Mobily - Internet on Mobile,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Female,3,3,3
974,Mobily - Prepaid,Mobily,Mar'18,AL JUBAIL,Eastern,Saudis,Nationals,Male,3,4,3.5
36812,STC - Prepaid,STC,Mar'18,BUQAYQ,Eastern,Egyptian,Expat Arabs,Male,5,5,5
36241,STC - Data SIM,STC,Mar'18,HAIL,Northern,Saudis,Nationals,Male,5,5,5
8123,Mobily - Postpaid,Mobily,Mar'18,AR RIYADH,Central,Indian,Expat Asians,Male,4,3,3.5
8177,Mobily - Postpaid,Mobily,Mar'18,BURAYDAH,Central,Saudis,Nationals,Male,5,5,5
12068,Lebara - Prepaid,Lebara,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,4,4,4
19637,STC - Prepaid,STC,Mar'18,AT TAIF,Western,Saudis,Nationals,Male,4,5,4.5
6158,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Egyptian,Expat Arabs,Male,5,5,5
38890,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,5,5
36396,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Saudis,Nationals,Female,5,5,5
9303,Mobily - Postpaid,Mobily,Mar'18,AL KHARJ,Central,Saudis,Nationals,Male,4,4,4
8745,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,3,2,2.5
9128,Mobily - Postpaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,5,3,4
17438,STC - Prepaid,STC,Mar'18,AL HUFUF,Eastern,Saudis,Nationals,Female,4,3,3.5
1019,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Sudani,Expat Arabs,Female,3,5,4
2033,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Egyptian,Expat Arabs,Male,5,5,5
1063,Mobily - Prepaid,Mobily,Mar'18,AL KHUBAR,Eastern,Egyptian,Expat Arabs,Male,3,3,3
1893,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,4,3,3.5
2858,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,5,5,5
1680,Mobily - Internet on Mobile,Mobily,Mar'18,JEDDAH,Western,Egyptian,Expat Arabs,Male,5,4,4.5
5971,Mobily - Prepaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,2,1,1.5
22621,Zain - Internet on Mobile,Zain,Mar'18,AR RIYADH,Central,Pakistani,Expat Asians,Male,4,4,4
4190,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,2,2,2
2306,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,3,3.5
9250,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,5,4.5
39439,STC - Postpaid,STC,Mar'18,AD DAMMAM,Eastern,Jordanian,Expat Arabs,Male,4,3,3.5
18525,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Yemeni,Expat Arabs,Male,5,5,5
39229,STC - Internet on Mobile,STC,Mar'18,AR RIYADH,Central,Syrian,Expat Arabs,Male,3,5,4
8929,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,5,4.5
1171,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,3,5,4
5562,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,3,3,3
5612,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,5,4.5
9087,Mobily - Postpaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,4,5,4.5
35848,STC - Prepaid,STC,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,2,1,1.5
8395,Mobily - Postpaid,Mobily,Mar'18,AD DAMMAM,Eastern,Bangladeshi,Expat Asians,Male,4,4,4
9990,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,3,2,2.5
3439,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,3,3,3
15984,STC - Prepaid,STC,Mar'18,Other (specify):,Others,Egyptian,Expat Arabs,Male,4,5,4.5
19103,STC - Postpaid,STC,Mar'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,4,3,3.5
16052,STC - Prepaid,STC,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,1,1,1
370,Mobily - Postpaid,Mobily,Mar'18,AT TAIF,Western,Saudis,Nationals,Male,5,3,4
9917,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Egyptian,Expat Arabs,Male,5,4,4.5
1058,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,3,2,2.5
19809,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Syrian,Expat Arabs,Male,5,5,5
8978,Mobily - Postpaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,3,3,3
8090,Mobily - Postpaid,Mobily,Mar'18,AR RASS,Central,Saudis,Nationals,Male,5,5,5
3476,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,5,3,4
6419,Mobily - Postpaid,Mobily,Mar'18,AL QATIF,Eastern,Saudis,Nationals,Male,3,3,3
40011,STC - Prepaid,STC,Mar'18,HAIL,Northern,Saudis,Nationals,Male,2,2,2
5614,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,3,5,4
17203,STC - Postpaid,STC,Mar'18,AL BAHA,Southern,Saudis,Nationals,Male,2,2,2
2323,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Egyptian,Expat Arabs,Male,5,3,4
2207,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,1,1,1
522,Mobily - Prepaid,Mobily,Mar'18,KHAMIS MUSHAYT,Southern,Egyptian,Expat Arabs,Male,4,5,4.5
8380,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Jordanian,Expat Arabs,Male,4,4,4
1699,Mobily - Internet on Mobile,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,3,1,2
3735,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Egyptian,Expat Arabs,Male,4,2,3
21852,STC - Data SIM,STC,Mar'18,KHAMIS MUSHAYT,Southern,Saudis,Nationals,Female,4,3,3.5
8762,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,3,2,2.5
16580,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Sudani,Expat Arabs,Male,5,5,5
2647,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Female,4,3,3.5
38252,STC - Postpaid,STC,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Yemeni,Expat Arabs,Female,4,4,4
4745,Mobile - Data SIM,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Female,5,5,5
18210,STC - Postpaid,STC,Mar'18,TABUK,Northern,Saudis,Nationals,Female,5,Don&apos;t know,5
15388,STC - Prepaid,STC,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,5,5,5
159,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,4,3,3.5
4476,Mobily - Prepaid,Mobily,Mar'18,AL QATIF,Eastern,Saudis,Nationals,Female,5,3,4
2931,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,2,2,2
4209,Mobily - Prepaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Female,5,5,5
9434,Mobily - Internet on Mobile,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Female,3,4,3.5
5240,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Egyptian,Expat Arabs,Male,5,5,5
2582,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,5,Don&apos;t know,5
36677,STC - Prepaid,STC,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,2,2,2
21310,STC - Prepaid,STC,Mar'18,Other (specify):,Others,Sudani,Expat Arabs,Male,4,3,3.5
9374,Mobily - Postpaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,3,1,2
2123,Mobile - Data SIM,Mobily,Mar'18,BURAYDAH,Central,Egyptian,Expat Arabs,Male,5,5,5
8042,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,3,3.5
964,Mobily - Internet on Mobile,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,3,2,2.5
20093,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Yemeni,Expat Arabs,Male,3,4,3.5
5781,Mobile - Data SIM,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,5,4,4.5
9290,Mobily - Postpaid,Mobily,Mar'18,KHAMIS MUSHAYT,Southern,Sudani,Expat Arabs,Female,5,4,4.5
4813,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,2,2,2
39296,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Palestinian,Expat Arabs,Male,2,2,2
18891,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,5,4.5
38858,STC - Prepaid,STC,Mar'18,MAKKAH AL MUKARRAMAH,Western,Sudani,Expat Arabs,Male,2,4,3
38080,STC - Prepaid,STC,Mar'18,TABUK,Northern,Saudis,Nationals,Male,4,4,4
18106,STC - Postpaid,STC,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,5,5,5
456,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,4,3,3.5
19189,STC - Postpaid,STC,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,4,4,4
18291,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Yemeni,Expat Arabs,Male,3,5,4
22108,STC - Postpaid,STC,Mar'18,AL KHUBAR,Eastern,Saudis,Nationals,Female,3,2,2.5
2215,Mobily - Internet on Mobile,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,3,3,3
2947,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,4,4,4
628,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Sudani,Expat Arabs,Male,4,5,4.5
16544,STC - Prepaid,STC,Mar'18,KHAMIS MUSHAYT,Southern,Saudis,Nationals,Female,4,2,3
4635,Mobily - Prepaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,5,5,5
22394,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,4,5,4.5
40361,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Saudis,Nationals,Female,1,1,1
35492,STC - Prepaid,STC,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,4,3.5
5992,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,4,2,3
16244,STC - Prepaid,STC,Mar'18,AL BUKAYRIYAH,Central,Yemeni,Expat Arabs,Male,4,5,4.5
1746,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,5,5,5
1432,Mobile - Data SIM,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,5,1,3
1186,Mobile - Data SIM,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,4,1,2.5
3364,Mobily - Internet on Mobile,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Female,4,3,3.5
4201,Mobily - Prepaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Female,5,4,4.5
1977,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,4,5,4.5
2845,Mobily - Postpaid,Mobily,Mar'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,2,3,2.5
2916,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Indian,Expat Asians,Male,3,3,3
35218,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,3,3,3
2086,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,3,4,3.5
5963,Mobily - Prepaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,5,4,4.5
1704,Mobily - Internet on Mobile,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Female,2,5,3.5
19767,STC - Internet on Mobile,STC,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,1,4,2.5
21499,STC - Prepaid,STC,Mar'18,AL QATIF,Eastern,Saudis,Nationals,Female,1,3,2
3536,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,2,Don&apos;t know,2
7317,Mobily - Postpaid,Mobily,Mar'18,AR RIYADH,Central,Yemeni,Expat Arabs,Male,4,4,4
4544,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Female,4,5,4.5
5129,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Jordanian,Expat Arabs,Male,2,3,2.5
2880,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Indian,Expat Asians,Male,3,3,3
276,Mobily - Prepaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,5,4,4.5
566,Mobile - Data SIM,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,5,4,4.5
3416,Mobily - Prepaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,2,3,2.5
17374,STC - Prepaid,STC,Mar'18,TABUK,Northern,Syrian,Expat Arabs,Male,5,5,5
7948,Mobily - Postpaid,Mobily,Mar'18,AL KHARJ,Central,Saudis,Nationals,Male,4,4,4
14796,Friendi - Prepaid,Friendi,Mar'18,Other (specify):,Others,Pakistani,Expat Asians,Male,5,5,5
6710,Mobily - Internet on Mobile,Mobily,Mar'18,AD DAMMAM,Eastern,Egyptian,Expat Arabs,Male,3,3,3
19217,STC - Prepaid,STC,Mar'18,JIZAN,Southern,Yemeni,Expat Arabs,Male,3,4,3.5
7496,Mobily - Postpaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,4,4,4
5294,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,4,4
38914,STC - Data SIM,STC,Mar'18,HAIL,Northern,Saudis,Nationals,Female,3,2,2.5
9727,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,4,4
38002,STC - Postpaid,STC,Mar'18,JIZAN,Southern,Yemeni,Expat Arabs,Male,5,5,5
6416,Mobily - Postpaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,2,1,1.5
5388,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,4,3,3.5
4710,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,1,1,1
22043,STC - Prepaid,STC,Mar'18,AT TAIF,Western,Saudis,Nationals,Male,4,5,4.5
6825,Mobily - Postpaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,3,5,4
3284,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Female,1,1,1
15423,STC - Prepaid,STC,Mar'18,AL BAHA,Southern,Saudis,Nationals,Female,4,1,2.5
4790,Mobily - Prepaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,2,2.5
17370,STC - Prepaid,STC,Mar'18,AT TAIF,Western,Egyptian,Expat Arabs,Male,4,4,4
34816,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Sudani,Expat Arabs,Female,3,5,4
8847,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,4,4
20347,STC - Postpaid,STC,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,4,4
5902,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,3,1,2
2272,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,5,5,5
5885,Mobily - Prepaid,Mobily,Mar'18,BURAYDAH,Central,Saudis,Nationals,Female,3,Don&apos;t know,3
22589,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Sudani,Expat Arabs,Male,1,2,1.5
34861,STC - Internet on Mobile,STC,Mar'18,HAIL,Northern,Pakistani,Expat Asians,Male,4,4,4
6477,Mobily - Postpaid,Mobily,Mar'18,AD DAMMAM,Eastern,Egyptian,Expat Arabs,Male,3,1,2
1828,Mobily - Prepaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,4,4,4
22555,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Indian,Expat Asians,Male,5,3,4
17302,STC - Data SIM,STC,Mar'18,HAFAR AL BATIN,Eastern,Saudis,Nationals,Male,5,4,4.5
19755,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Jordanian,Expat Arabs,Female,4,3,3.5
2558,Mobily - Prepaid,Mobily,Mar'18,AL QATIF,Eastern,Saudis,Nationals,Male,3,3,3
2174,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Sudani,Expat Arabs,Male,2,3,2.5
2485,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,1,2,1.5
19628,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,3,4,3.5
1974,Mobily - Prepaid,Mobily,Mar'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,2,3,2.5
1260,Mobily - Prepaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,5,4
39172,STC - Prepaid,STC,Mar'18,AT TAIF,Western,Saudis,Nationals,Male,2,1,1.5
6999,Mobily - Postpaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,3,3,3
9678,Mobily - Postpaid,Mobily,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,4,4,4
1532,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,3,1,2
1641,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Egyptian,Expat Arabs,Male,4,4,4
8152,Mobily - Postpaid,Mobily,Mar'18,AL QATIF,Eastern,Saudis,Nationals,Male,4,5,4.5
617,Mobily - Postpaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,5,5,5
38368,STC - Prepaid,STC,Mar'18,AT TAIF,Western,Saudis,Nationals,Male,1,1,1
4355,Mobily - Prepaid,Mobily,Mar'18,JIZAN,Southern,Saudis,Nationals,Male,5,5,5
3391,Mobily - Postpaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,2,1,1.5
1452,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,4,4,4
7770,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,1,1,1
1263,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Female,4,3,3.5
7256,Mobily - Postpaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,2,2,2
21014,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Yemeni,Expat Arabs,Male,3,3,3
36256,STC - Postpaid,STC,Mar'18,AR RIYADH,Central,Saudis,Nationals,Male,3,2,2.5
2755,Mobily - Prepaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,1,2.5
37172,STC - Prepaid,STC,Mar'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,5,4,4.5
563,Mobily - Prepaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,3,3.5
5863,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,5,5,5
15356,STC - Internet on Mobile,STC,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,5,5,5
2990,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Palestinian,Expat Arabs,Male,5,4,4.5
9259,Mobily - Postpaid,Mobily,Mar'18,AT TAIF,Western,Saudis,Nationals,Male,3,2,2.5
17799,STC - Prepaid,STC,Mar'18,AL JUBAIL,Eastern,Bangladeshi,Expat Asians,Male,4,3,3.5
5934,Mobily - Internet on Mobile,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,3,4,3.5
10179,Lebara - Prepaid,Lebara,Mar'18,AD DAMMAM,Eastern,Bangladeshi,Expat Asians,Male,3,3,3
1401,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,5,1,3
2556,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Syrian,Expat Arabs,Male,4,3,3.5
10764,Friendi - Prepaid,Friendi,Mar'18,AR RIYADH,Central,Indian,Expat Asians,Male,4,4,4
7860,Mobily - Postpaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Female,5,5,5
3318,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,1,2,1.5
3407,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Lebanese,Expat Arabs,Male,2,3,2.5
7060,Mobile - Data SIM,Mobily,Mar'18,AL JUBAIL,Eastern,Saudis,Nationals,Male,3,4,3.5
9249,Mobily - Internet on Mobile,Mobily,Mar'18,AL JUBAIL,Eastern,Saudis,Nationals,Male,5,5,5
12513,Friendi - Prepaid,Friendi,Mar'18,AD DAMMAM,Eastern,Indian,Expat Asians,Male,4,5,4.5
4286,Mobily - Prepaid,Mobily,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,4,3,3.5
5122,Mobily - Prepaid,Mobily,Mar'18,AL MADINAH AL MUNAWWARAH,Northern,Saudis,Nationals,Male,4,3,3.5
4986,Mobily - Internet on Mobile,Mobily,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,1,2,1.5
2144,Mobily - Prepaid,Mobily,Mar'18,Other (specify):,Others,Egyptian,Expat Arabs,Male,4,4,4
26966,Friendi - Prepaid,Friendi,Mar'18,AR RIYADH,Central,Indian,Expat Asians,Male,4,4,4
35610,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Egyptian,Expat Arabs,Male,3,4,3.5
19196,STC - Data SIM,STC,Mar'18,Other (specify):,Others,Saudis,Nationals,Male,3,4,3.5
5120,Mobily - Prepaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Female,4,5,4.5
20365,STC - Prepaid,STC,Mar'18,AD DAMMAM,Eastern,Saudis,Nationals,Male,4,4,4
36974,STC - Prepaid,STC,Mar'18,AR RIYADH,Central,Saudis,Nationals,Female,4,4,4
18240,STC - Prepaid,STC,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Female,3,5,4
6302,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,5,5,5
637,Mobile - Data SIM,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,4,4,4
5484,Mobily - Prepaid,Mobily,Mar'18,AL KHABRA&apos;,Central,Jordanian,Expat Arabs,Female,3,3,3
4052,Mobily - Prepaid,Mobily,Mar'18,JIZAN,Southern,Saudis,Nationals,Male,5,1,3
1618,Mobily - Postpaid,Mobily,Mar'18,JEDDAH,Western,Saudis,Nationals,Male,5,4,4.5
21533,STC - Prepaid,STC,Mar'18,AL QATIF,Eastern,Saudis,Nationals,Male,3,2,2.5
7836,Mobily - Internet on Mobile,Mobily,Mar'18,JEDDAH,Western,Yemeni,Expat Arabs,Male,3,3,3
20772,STC - Prepaid,STC,Mar'18,AD DAMMAM,Eastern,Pakistani,Expat Asians,Male,3,3,3
222,Mobily - Prepaid,Mobily,Mar'18,MAKKAH AL MUKARRAMAH,Western,Saudis,Nationals,Male,4,5,4.5
